번호,시퀀스,모델명,지역,가격,시세안심지수,번호판,연식,주행거리,연료,변속기,색상,사진
47,26523581,포르쉐 718 박스터 2.5 GTS,경기,"6,990만원",적정,340루2554,18년05월(18년형),"43,744km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2652/26523581_24442956097963006.jpg?width=320
48,26253664,포드 머스탱 쿠페,서울,"2,750만원",적정,159저1215,20년02월(20년형),"46,359km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2625/26253664_17279133052713002.jpeg?width=320
49,26723985,재규어 F-TYPE 3.0SC S 쿠페 기본형,경기,"4,099만원",낮음,25나7039,17년07월(17년형),"67,287km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2672/26723985_29851550111179519.jpeg?width=320
50,26704611,BMW i8 1.5 쿠페 하이브리드,경기,"5,790만원",낮음,122수6666,16년03월(15년형),"99,406km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26704611_28843427884588218.jpeg?width=320
51,26702185,포르쉐 911 카레라 4 GTS,경기,"20,200만원",적정,382어9516,23년08월(23년형),"3,006km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2670/26702185_28818569234803028.jpeg?width=320
52,26683546,포드 올뉴머스탱 쿠페 프리미엄,인천,"2,530만원",적정,46모3820,18년10월(19년형),"57,331km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2668/26683546_28316496295488100.jpeg?width=320
53,26670879,벤츠 SLC클래스 (R172) SLC 250,경기,"3,150만원",낮음,316도3881,19년09월(19년형),"55,341km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2667/26670879_28059459979676128.jpeg?width=320
54,26650244,포드 올뉴머스탱 컨버터블 프리미엄,경기,"3,220만원",적정,367누4106,19년09월(19년형),"44,877km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2665/26650244_27521344247665568.jpeg?width=320
55,26640521,포르쉐 911 카레라 S 993,경기,"13,200만원",적정,381나8511,21년05월(21년형),"48,809km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2664/26640521_27349667699664345.jpeg?width=320
56,26633218,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,인천,"6,900만원",적정,116다8229,20년03월(20년형),"58,960km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2663/26633218_27088085432258865.jpeg?width=320
57,26604389,포르쉐 카이맨 (718) 2.0,경기,"5,200만원",적정,248주6001,18년04월(18년형),"80,047km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2660/26604389_26245192452221666.jpeg?width=320
58,26602468,BMW M시리즈 M4 컨버터블 F83(15년~),경기,"5,020만원",적정,159누2636,17년11월(18년형),"65,309km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2660/26602468_26225960388688631.jpeg?width=320
59,26540301,포르쉐 911(992) Carrera 4S Cabriolet,경기,"20,300만원",적정,148더6682,23년10월(24년형),"15,870km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2654/26540301_24585823419134436.jpeg?width=320
60,26468812,BMW 올 뉴 Z4 sDrive 20i M 스포츠 패키지,경기,"4,890만원",적정,188두2355,21년08월(21년형),"39,908km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2646/26468812_22860757286323087.jpeg?width=320
61,26268515,BMW M시리즈 X3 M F97(19~),경기,"5,190만원",낮음,145너1359,20년01월(20년형),"88,097km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2626/26268515_17930616918674813.jpeg?width=320
62,26204377,BMW M시리즈 X4 M Competition,경기,"8,790만원",적정,146수5055,23년05월(23년형),"19,834km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2620/26204377_16209387435862334.jpeg?width=320
63,26021818,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"7,860만원",적정,266보8412,21년07월(21년형),"62,317km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2602/26021818_12250574732051507.jpeg?width=320
64,26012781,BMW M시리즈 M3 세단 Competition G80,경기,"9,770만원",적정,210너4646,21년08월(21년형),"44,860km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2601/26012781_11970471400218258.jpeg?width=320
65,25794839,포르쉐 Taycan GTS,경기,"14,500만원",적정,08두7250,23년01월(23년형),"11,514km",전기,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2579/25794839_7497358103918267.jpeg?width=320
66,26343015,벤츠 뉴 SLK클래스 SLK350 SLK350,서울,"2,850만원",적정,391구9400,15년09월(16년형),"65,078km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2634/26343015_19854718196103182.jpg?width=320
67,26756097,아우디 TT(8J) 쿠페 2.0 TFSI 콰트로 8J,경기,"1,350만원",낮음,41수8519,13년08월(13년형),"104,629km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26756097_30639616841432780.jpeg?width=320
68,26634079,도요타 86 2.0,부산,"2,480만원",적정,24어0110,16년01월(16년형),"57,819km",가솔린,수동,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2663/26634079_27097479808134028.jpg?width=320
69,26596392,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"8,390만원",적정,387가4954,22년07월(22년형),"66,095km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2659/26596392_26422474379271232.jpg?width=320
70,26218362,포르쉐 박스터 2.7 987(05년~08년),경기,"3,700만원",적정,17두1515,14년04월(14년형),"133,709km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2621/26218362_16568798247403602.jpeg?width=320
71,26671684,재규어 F-TYPE 3.0SC S 컨버터블 기본형,경기,"3,750만원",적정,67나0259,16년08월(16년형),"75,272km",가솔린,오토,진주색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2667/26671684_28062244535272750.jpeg?width=320
72,26308264,BMW 올 뉴 Z4 sDrive 20i M 스포츠 라인,경기,"5,250만원",적정,382다4962,22년06월(22년형),"17,240km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img10/img2630/26308264_18887329028624754.jpeg?width=320
73,26545700,포르쉐 911 GTS 카리브올레,경기,"13,480만원",적정,25머6111,18년05월(18년형),"14,266km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2654/26545700_24679594704836024.jpeg?width=320
74,26564318,BMW M시리즈 X3 M Competition F97(19~),경기,"6,350만원",낮음,137고9600,20년09월(20년형),"71,462km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2656/26564318_25194607520693633.jpeg?width=320
75,26619466,마세라티 그란투리스모 4.7 스포츠 기본형,경기,"5,500만원",적정,43저8863,15년07월(15년형),"64,715km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2661/26619466_26753553957859286.jpeg?width=320
76,26749007,벤츠 AMG GT GT 4door 43 4MATIC+ Dynamic,경기,"11,250만원",적정,333소8816,23년01월(23년형),"9,757km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2674/26749007_30479799242562098.jpeg?width=320
77,26498042,페라리 FF 6.2 V12,경기,"9,990만원",적정,51마0306,13년06월(13년형),"81,982km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26498042_23468744984517561.jpeg?width=320
78,26693937,포드 올뉴머스탱 GT 쿠페 프리미엄,서울,"4,980만원",적정,131저4624,21년11월(21년형),"26,309km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2669/26693937_28657723448321438.jpg?width=320
79,26719576,재규어 F-TYPE 3.0SC S 쿠페 기본형,경기,"4,190만원",적정,16나3333,17년08월(17년형),"17,094km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26719576_29764615577270566.jpeg?width=320
80,26715297,BMW M시리즈 M5 세단 F10(12~),경기,"6,049만원",보통,171노7782,18년06월(18년형),"64,464km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26715297_29515954369055549.jpeg?width=320
81,26755700,포르쉐 911(992) Carrera 4,경기,"15,990만원",낮음,322보1123,23년05월(23년형),"3,501km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26755700_30634201642394913.jpeg?width=320
82,26492930,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"6,299만원",적정,336구7818,19년10월(19년형),"94,972km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26492930_23578842777803611.jpg?width=320
83,26737391,BMW 8시리즈 (G15) 840i xDrive Coupe M Sport Package,경기,"6,950만원",적정,312가8190,20년01월(20년형),"54,555km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2673/26737391_30129420873399863.jpg?width=320
84,26518361,롤스로이스 레이스 6.6 기본형,인천,"18,999만원",적정,230오1413,15년07월(15년형),"64,226km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2651/26518361_23996733762356992.jpeg?width=320
85,26369208,포르쉐 718 박스터 2.0,부산,"8,790만원",적정,366버6126,22년07월(22년형),"17,084km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2636/26369208_20465275843312434.jpeg?width=320
86,26741028,BMW M시리즈 M4 쿠페 Competition M xDrive (G82),경기,"10,190만원",적정,199소6668,24년01월(24년형),"7,279km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2674/26741028_30296740159529058.jpeg?width=320
87,26730822,포드 올뉴머스탱 쿠페 프리미엄,대구,"3,350만원",적정,106어4767,21년07월(21년형),"34,461km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2673/26730822_29971086465398107.jpg?width=320
88,26685761,포르쉐 911(992) Carrera Cabriolet,경기,"20,700만원",적정,217버9501,24년06월(24년형),"3,233km",가솔린,오토,진주색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2668/26685761_28361532662587875.jpeg?width=320
89,26651550,BMW M시리즈 X3 M F97(19~),경기,"5,090만원",낮음,304루4194,19년11월(20년형),"83,125km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2665/26651550_27536320169462881.jpeg?width=320
90,26750120,포르쉐 카이맨 3.4 S 987C,경기,"3,750만원",낮음,233로4276,13년12월(14년형),"86,178km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26750120_30494378500189211.jpeg?width=320
91,26662972,BMW M시리즈 M6 그란 쿠페 F13 (13~),경기,"5,950만원",낮음,34머4633,14년01월(14년형),"25,718km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2666/26662972_27811832093241442.jpeg?width=320
92,26490705,포르쉐 718 박스터 2.0,경기,"5,750만원",적정,48노3595,18년01월(18년형),"50,458km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2649/26490705_23318445896902512.jpeg?width=320
93,26359392,포르쉐 911 카레라 4 카리브올레 996,경기,"7,750만원",적정,12조4337,13년11월(13년형),"96,412km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2635/26359392_20295590518795146.jpeg?width=320
94,26753399,벤츠 AMG GT GT 4door 63 S 4MATIC+ 기본형,경기,"8,390만원",낮음,348저9277,19년09월(19년형),"89,778km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26753399_30569981840318569.jpeg?width=320
95,26338521,BMW M시리즈 M2 쿠페 M 퍼포먼스 스티어링 휠 에디션 F87,경기,"2,950만원",적정,62서1315,17년12월(17년형),"103,681km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2633/26338521_19757376466857110.jpeg?width=320
96,26672623,포르쉐 718 박스터 2.0,경기,"5,100만원",적정,160서7535,16년09월(17년형),"52,242km",가솔린,오토,검정색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2667/26672623_28072077549313438.jpeg?width=320
97,26283955,BMW M시리즈 X3 M Competition F97(19~),경기,"7,199만원",적정,379주7459,20년11월(21년형),"44,203km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2628/26283955_19504820148664680.jpg?width=320
98,26384374,BMW M시리즈 M4 쿠페 Competition First Edition (G82),경기,"9,209만원",적정,139두3883,21년03월(21년형),"40,194km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img08/img2638/26384374_21128268877459925.jpg?width=320
99,26523491,포르쉐 718 박스터 2.5 S,경기,"7,190만원",적정,350머5610,21년02월(21년형),"37,278km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2652/26523491_24091129330202180.jpeg?width=320
100,26228594,쉐보레 콜뱃 Coupe,대전,"8,950만원",낮음,41나1105,18년08월(15년형),"40,681km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2622/26228594_16733753637823753.jpg?width=320
101,26752739,닷지 챌린저 6.4 SRT,경기,"9,980만원",적정,26두3864,23년02월(22년형),"9,175km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26752739_30562211572859248.jpeg?width=320
102,26617996,포드 올뉴머스탱 컨버터블 프리미엄,경기,"1,890만원",적정,109우2818,16년05월(16년형),"138,772km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2661/26617996_26736051063442537.jpeg?width=320
103,26058400,벤츠 SLC클래스 (R172) SLC 250,전북,"2,470만원",적정,252조6791,19년09월(19년형),"111,000km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2605/26058400_12979162774564342.jpg?width=320
104,26747945,포르쉐 Taycan Base,경기,"11,290만원",적정,03서8019,22년02월(22년형),"39,966km",전기,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2674/26747945_30473334592023591.jpg?width=320
105,26375407,벤츠 AMG GT GT 4door 43 4MATIC+ 기본형,경기,"7,770만원",적정,294다5708,20년10월(20년형),"62,284km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26375407_20782107835234850.jpeg?width=320
106,26557766,포드 머스탱 컨버티블,경기,"2,390만원",적정,21거0184,16년08월(17년형),"56,711km",가솔린,오토,쥐색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2655/26557766_25040629866486941.jpeg?width=320
107,26730556,포드 올뉴머스탱 GT 컨버터블 프리미엄,경기,"4,980만원",적정,349어1414,22년09월(22년형),"28,922km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2673/26730556_29965119012127434.jpeg?width=320
108,26751297,벤츠 AMG GT GT 4door 43 4MATIC+,경기,"5,850만원",적정,257머9640,19년11월(19년형),"110,810km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26751297_30547659532877863.jpg?width=320
109,26729369,포드 올뉴머스탱 GT 쿠페 프리미엄,경기,"2,890만원",낮음,06도9551,18년01월(17년형),"85,781km",가솔린,오토,회색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2672/26729369_29951285345537563.jpeg?width=320
110,26621367,BMW M시리즈 M3 세단 Competition F80,경기,"3,990만원",적정,280머7292,17년08월(18년형),"126,377km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img02/img2662/26621367_26771358563336052.jpeg?width=320
111,26712722,포르쉐 718 박스터 4.0 GTS,경기,"10,149만원",낮음,396보3534,23년07월(23년형),"25,030km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img01/img2671/26712722_29094075218916469.jpeg?width=320
112,26566866,포르쉐 카이맨 (718) 2.0,경기,"4,849만원",적정,05수7544,18년03월(18년형),"88,454km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2656/26566866_25222455182753666.jpeg?width=320
113,26398034,포르쉐 718 박스터 2.5 S,경기,"5,749만원",낮음,51노4207,17년09월(18년형),"70,347km",가솔린,오토,노랑색,https://img.kbchachacha.com/IMG/carimg/l/img09/img2639/26398034_21248774934476677.jpeg?width=320
114,26372769,포르쉐 718 박스터 2.0,경기,"4,999만원",적정,107버2040,17년05월(17년형),"72,942km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img07/img2637/26372769_20619383795740644.jpeg?width=320
115,26639966,포르쉐 카이맨 (718) 2.5 S,경기,"5,990만원",적정,29로2273,17년11월(18년형),"50,649km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2663/26639966_27340727433195167.jpeg?width=320
116,26750037,벤츠 CLE클래스 (C236) CLE 200 카브리올레 기본형,경기,"7,470만원",적정,263더8269,24년07월(24년형),"10,785km",하이브리드(가솔린),오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img05/img2675/26750037_30494080397407680.jpeg?width=320
117,26731575,포르쉐 718 박스터 2.5 GTS,경기,"8,200만원",적정,134다5910,19년03월(19년형),"35,812km",가솔린,오토,빨강색,https://img.kbchachacha.com/IMG/carimg/l/img03/img2673/26731575_30003150395762630.jpeg?width=320
118,26660201,BMW M시리즈 X3 M F97(19~),경기,"5,190만원",낮음,373저7663,20년03월(20년형),"63,746km",가솔린,오토,파랑색,https://img.kbchachacha.com/IMG/carimg/l/img06/img2666/26660201_27902952023699521.jpeg?width=320
119,26749452,포르쉐 카이맨 (718) 2.5 S,경기,"6,890만원",적정,112나9406,21년02월(20년형),"42,780km",가솔린,오토,흰색,https://img.kbchachacha.com/IMG/carimg/l/img04/img2674/26749452_30483843161744243.jpeg?width=320
